sku,name,short_name,price,category,station,type,is_active
BATCH-1769545532360-20,Test Product BATCH 20,,3000,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-21,Test Product BATCH 21,,3100,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-22,Test Product BATCH 22,,3200,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-23,Test Product BATCH 23,,3300,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-24,Test Product BATCH 24,,3400,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-25,Test Product BATCH 25,,3500,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-26,Test Product BATCH 26,,3600,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-27,Test Product BATCH 27,,3700,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-28,Test Product BATCH 28,,3800,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-29,Test Product BATCH 29,,3900,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-3,Test Product BATCH 3,,1300,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-30,Test Product BATCH 30,,4000,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-31,Test Product BATCH 31,,4100,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-32,Test Product BATCH 32,,4200,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-33,Test Product BATCH 33,,4300,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-34,Test Product BATCH 34,,4400,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-35,Test Product BATCH 35,,4500,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-36,Test Product BATCH 36,,4600,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-37,Test Product BATCH 37,,4700,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-38,Test Product BATCH 38,,4800,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-39,Test Product BATCH 39,,4900,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-4,Test Product BATCH 4,,1400,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-40,Test Product BATCH 40,,5000,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-41,Test Product BATCH 41,,5100,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-42,Test Product BATCH 42,,5200,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-43,Test Product BATCH 43,,5300,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-44,Test Product BATCH 44,,5400,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-45,Test Product BATCH 45,,5500,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-46,Test Product BATCH 46,,5600,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-47,Test Product BATCH 47,,5700,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-48,Test Product BATCH 48,,5800,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-49,Test Product BATCH 49,,5900,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-5,Test Product BATCH 5,,1500,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-50,Test Product BATCH 50,,6000,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-51,Test Product BATCH 51,,6100,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-52,Test Product BATCH 52,,6200,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-53,Test Product BATCH 53,,6300,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-54,Test Product BATCH 54,,6400,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-55,Test Product BATCH 55,,6500,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-56,Test Product BATCH 56,,6600,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-57,Test Product BATCH 57,,6700,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-58,Test Product BATCH 58,,6800,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-59,Test Product BATCH 59,,6900,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-6,Test Product BATCH 6,,1600,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-7,Test Product BATCH 7,,1700,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-8,Test Product BATCH 8,,1800,POLLOS,PARRILLA,SIMPLE,true
BATCH-1769545532360-9,Test Product BATCH 9,,1900,POLLOS,PARRILLA,SIMPLE,true
CHICHA-JR,Chicha Morada Jarra,,1200,BEBIDAS,BAR,SIMPLE,true
CHICHA-VS,Chicha Morada Vaso,,400,BEBIDAS,BAR,SIMPLE,true
COCA-1.5L,Coca Cola 1.5L,,900,BEBIDAS,BAR,SIMPLE,true
COCA-500,Coca Cola 500ml,,400,BEBIDAS,BAR,SIMPLE,true
COMBO-FAM,Combo Familiar,,8900,COMBOS,PARRILLA,SIMPLE,true
COMBO-PAR,Combo Pareja,,4500,COMBOS,PARRILLA,SIMPLE,true
COMBO-PER,Combo Personal,,2200,COMBOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769550966523-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769550966523-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-IMPORT-1769551063355-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769551063355-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-IMPORT-1769551441178-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769551441178-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-IMPORT-1769553328929-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769553328929-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-IMPORT-1769554107068-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769554107068-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-IMPORT-1769557038204-1,CSV Test Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-IMPORT-1769557038204-2,CSV Test Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769551065059-EXISTING,Updated Existing,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-MIXED-1769551065059-NEW-1,New Product 1,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769551065059-NEW-2,New Product 2,,2500,EXTRAS,COCINA,SIMPLE,true
CSV-MIXED-1769551442960-EXISTING,Updated Existing,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-MIXED-1769551442960-NEW-1,New Product 1,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769551442960-NEW-2,New Product 2,,2500,EXTRAS,COCINA,SIMPLE,true
CSV-MIXED-1769553330715-EXISTING,Updated Existing,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-MIXED-1769553330715-NEW-1,New Product 1,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769553330715-NEW-2,New Product 2,,2500,EXTRAS,COCINA,SIMPLE,true
CSV-MIXED-1769554108867-EXISTING,Updated Existing,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-MIXED-1769554108867-NEW-1,New Product 1,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769554108867-NEW-2,New Product 2,,2500,EXTRAS,COCINA,SIMPLE,true
CSV-MIXED-1769557039981-EXISTING,Updated Existing,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-MIXED-1769557039981-NEW-1,New Product 1,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-MIXED-1769557039981-NEW-2,New Product 2,,2500,EXTRAS,COCINA,SIMPLE,true
CSV-SKIP-1769550967513-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769550967513-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-SKIP-1769551065776-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769551065776-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-SKIP-1769551443691-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769551443691-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-SKIP-1769553331447-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769553331447-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-SKIP-1769554109610-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769554109610-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-SKIP-1769557040724-1,Valid Product 1,,1500,POLLOS,PARRILLA,SIMPLE,true
CSV-SKIP-1769557040724-2,Valid Product 2,,2500,BEBIDAS,BAR,SIMPLE,true
CSV-UPDATE-1769551064163,Updated Name,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-UPDATE-1769551442042,Updated Name,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-UPDATE-1769553329797,Updated Name,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-UPDATE-1769554107932,Updated Name,,2000,BEBIDAS,BAR,SIMPLE,true
CSV-UPDATE-1769557039060,Updated Name,,2000,BEBIDAS,BAR,SIMPLE,true
DB-AUD-1769545553457-0,Test Product DB-AUD 0,,1000,POLLOS,PARRILLA,SIMPLE,true
DB-AUD-1769545553457-1,Test Product DB-AUD 1,,1100,POLLOS,PARRILLA,SIMPLE,true
DB-AUD-1769545553457-2,Test Product DB-AUD 2,,1200,POLLOS,PARRILLA,SIMPLE,true
DB-CAT-1769545554578-0,Test Product DB-CAT 0,,1000,POLLOS,PARRILLA,SIMPLE,true
DB-CAT-1769545554578-1,Test Product DB-CAT 1,,1100,POLLOS,PARRILLA,SIMPLE,true
DB-CAT-1769545554578-2,Test Product DB-CAT 2,,1200,POLLOS,PARRILLA,SIMPLE,true
DB-UPD-1769545550819-0,Test Product DB-UPD 0,,1000,POLLOS,PARRILLA,SIMPLE,true
DB-UPD-1769545550819-1,Test Product DB-UPD 1,,1100,POLLOS,PARRILLA,SIMPLE,true
DB-UPD-1769545550819-2,Test Product DB-UPD 2,,1200,POLLOS,PARRILLA,SIMPLE,true
DB-UPD-1769545550819-3,Test Product DB-UPD 3,,1300,POLLOS,PARRILLA,SIMPLE,true
DB-UPD-1769545550819-4,Test Product DB-UPD 4,,1400,POLLOS,PARRILLA,SIMPLE,true
DB-VER-1769545552099-0,Test Product DB-VER 0,,1000,POLLOS,PARRILLA,SIMPLE,true
DB-VER-1769545552099-1,Test Product DB-VER 1,,1100,POLLOS,PARRILLA,SIMPLE,true
DB-VER-1769545552099-2,Test Product DB-VER 2,,1200,POLLOS,PARRILLA,SIMPLE,true
DUP-SKU,Product 1,P1,1500,POLLOS,PARRILLA,SIMPLE,true
ENSALADA,Ensalada,,600,GUARNICIONES,FRIOS,SIMPLE,true
HELADO,Helado,,500,POSTRES,POSTRES,SIMPLE,true
INCA-1.5L,Inca Kola 1.5L,,900,BEBIDAS,BAR,SIMPLE,true
INCA-500,Inca Kola 500ml,,400,BEBIDAS,BAR,SIMPLE,true
PAPAS-CHI,Papas Fritas Chica,,500,GUARNICIONES,COCINA,SIMPLE,true
PAPAS-GDE,Papas Fritas Grande,,1200,GUARNICIONES,COCINA,SIMPLE,true
PAPAS-MED,Papas Fritas Mediana,,800,GUARNICIONES,COCINA,SIMPLE,true
POLLO-1/2,1/2 Pollo,,2800,POLLOS,PARRILLA,SIMPLE,true
POLLO-1/4,1/4 Pollo,,1400,POLLOS,PARRILLA,SIMPLE,true
POLLO-1/8,1/8 Pollo,,800,POLLOS,PARRILLA,SIMPLE,true
POLLO-ENT,Pollo Entero,,5500,POLLOS,PARRILLA,SIMPLE,true
SALSA-AJI,Ají Extra,,100,EXTRAS,FRIOS,SIMPLE,true
SALSA-KET,Ketchup Extra,,100,EXTRAS,FRIOS,SIMPLE,true
SALSA-MAY,Mayonesa Extra,,100,EXTRAS,FRIOS,SIMPLE,true
TASK11-TEST-1769555645004,Task 11 Test,T11,1500,POLLOS,PARRILLA,SIMPLE,true
TASK11-TEST-1769555741788,Task 11 Test,T11,1500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544442386-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544442386-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544442386-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544442386-3,Test Product 3,,1300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544442386-4,Test Product 4,,1400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544443276-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544443276-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544443276-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544443276-3,Test Product 3,,1300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544443276-4,Test Product 4,,1400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444080-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444080-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444080-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444080-3,Test Product 3,,1300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444080-4,Test Product 4,,1400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444696-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444696-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444696-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444696-3,Test Product 3,,1300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544444696-4,Test Product 4,,1400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445328-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445328-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445328-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445922-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445922-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544445922-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-0,Test Product 0,,1000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-1,Test Product 1,,1100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-10,Test Product 10,,2000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-11,Test Product 11,,2100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-12,Test Product 12,,2200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-13,Test Product 13,,2300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-14,Test Product 14,,2400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-15,Test Product 15,,2500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-16,Test Product 16,,2600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-17,Test Product 17,,2700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-18,Test Product 18,,2800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-19,Test Product 19,,2900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-2,Test Product 2,,1200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-20,Test Product 20,,3000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-21,Test Product 21,,3100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-22,Test Product 22,,3200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-23,Test Product 23,,3300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-24,Test Product 24,,3400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-25,Test Product 25,,3500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-26,Test Product 26,,3600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-27,Test Product 27,,3700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-28,Test Product 28,,3800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-29,Test Product 29,,3900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-3,Test Product 3,,1300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-30,Test Product 30,,4000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-31,Test Product 31,,4100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-32,Test Product 32,,4200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-33,Test Product 33,,4300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-34,Test Product 34,,4400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-35,Test Product 35,,4500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-36,Test Product 36,,4600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-37,Test Product 37,,4700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-38,Test Product 38,,4800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-39,Test Product 39,,4900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-4,Test Product 4,,1400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-40,Test Product 40,,5000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-41,Test Product 41,,5100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-42,Test Product 42,,5200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-43,Test Product 43,,5300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-44,Test Product 44,,5400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-45,Test Product 45,,5500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-46,Test Product 46,,5600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-47,Test Product 47,,5700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-48,Test Product 48,,5800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-49,Test Product 49,,5900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-5,Test Product 5,,1500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-50,Test Product 50,,6000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-51,Test Product 51,,6100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-52,Test Product 52,,6200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-53,Test Product 53,,6300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-54,Test Product 54,,6400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-55,Test Product 55,,6500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-56,Test Product 56,,6600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-57,Test Product 57,,6700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-58,Test Product 58,,6800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-59,Test Product 59,,6900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-6,Test Product 6,,1600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-60,Test Product 60,,7000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-61,Test Product 61,,7100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-62,Test Product 62,,7200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-63,Test Product 63,,7300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-64,Test Product 64,,7400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-65,Test Product 65,,7500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-66,Test Product 66,,7600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-67,Test Product 67,,7700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-68,Test Product 68,,7800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-69,Test Product 69,,7900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-7,Test Product 7,,1700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-70,Test Product 70,,8000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-71,Test Product 71,,8100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-72,Test Product 72,,8200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-73,Test Product 73,,8300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-74,Test Product 74,,8400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-75,Test Product 75,,8500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-76,Test Product 76,,8600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-77,Test Product 77,,8700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-78,Test Product 78,,8800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-79,Test Product 79,,8900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-8,Test Product 8,,1800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-80,Test Product 80,,9000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-81,Test Product 81,,9100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-82,Test Product 82,,9200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-83,Test Product 83,,9300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-84,Test Product 84,,9400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-85,Test Product 85,,9500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-86,Test Product 86,,9600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-87,Test Product 87,,9700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-88,Test Product 88,,9800,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-89,Test Product 89,,9900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-9,Test Product 9,,1900,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-90,Test Product 90,,10000,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-91,Test Product 91,,10100,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-92,Test Product 92,,10200,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-93,Test Product 93,,10300,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-94,Test Product 94,,10400,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-95,Test Product 95,,10500,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-96,Test Product 96,,10600,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-97,Test Product 97,,10700,POLLOS,PARRILLA,SIMPLE,true
TEST-BULK-1769544446509-98,Test Product 98,,10800,POLLOS,PARRILLA,SIMPLE,true
